id,following_id,follower_id,should_notify,creation_date
2c26169e-358c-43b6-924a-bfcc9a8159f0,a984e2c1-82bb-4cdf-895f-31e11d354078,c8e76ff4-26d2-4a82-b243-3b3b137d2677,True,2023-09-21 19:38:31.684751
cd3832aa-3202-4f57-a653-e2a3113a33f0,cf1517e8-4283-47f1-83de-2f849e94ff23,3f5c9afe-7346-4b76-b46e-7865daa52944,False,2023-09-21 19:38:31.684788
ab2c10e7-cfc4-4a01-aeaa-99adcdbc2bea,e8407ff4-37c9-44fb-b0f5-ff43202effb8,7b2a91e0-c48f-4da2-82e2-703221ecc600,True,2023-09-21 19:38:31.684822
ec42e383-23c5-4890-8428-de1dc7cce640,19209758-93c9-4931-bdc8-f05f484aaa4c,1216e2d9-7524-4867-8555-2c93c19031bc,False,2023-09-21 19:38:31.684856
baffd635-c192-41aa-9028-62aec8c189b2,0fbf1a33-5b7c-40be-a6d9-307628b87d14,dd809dfc-4c9e-41b0-a887-fc3859dea7d7,True,2023-09-21 19:38:31.684915
d5ae7e61-55d2-445d-959b-c08d5c2a27c7,6ac19274-8e89-4ce9-ae4d-3f6b7fc3b09d,5003194a-8fca-427c-9961-e030d328ee2a,False,2023-09-21 19:38:31.684950
0519448e-8f7c-44f0-9cdd-e9556b357ff3,79b1b3f0-6260-453d-848c-f1427749f123,c9e33beb-be63-40a8-afd3-753ccdf2047a,False,2023-09-21 19:38:31.684985
ff0ab5e7-fee9-4ba2-85d3-d555f4f750ef,15107916-30b7-4d6e-a4e2-6d53f4699005,1d4d6936-959c-4ceb-968e-8efdf3e3f501,False,2023-09-21 19:38:31.685019
fe9bd36c-1087-41cd-bd5c-c95a8baa795d,b0ae30ec-b09d-41af-bd75-66e4e33a1e1f,e64be1ac-7a38-416a-83e5-e73ddc9e2faa,False,2023-09-21 19:38:31.685052
8abdcccc-666c-4438-9f77-f4b27e9195e6,8960d2d5-2cbc-47ff-968f-0a57ba2e3285,5aed63cf-66e3-4f2d-ac8d-f2278b3c7823,True,2023-09-21 19:38:31.685086
acb613e1-8d09-4573-9159-878ef3c36b41,26e2383b-f4ea-4eb3-bc31-5276a7123422,79b1b3f0-6260-453d-848c-f1427749f123,False,2023-09-21 19:38:31.685119
ad3736e8-1532-4758-ba53-c7e0a0730872,ac228e46-a58f-41a5-be4c-20d0792b80ed,2a858d93-eab6-4511-897f-daf4d19e45f9,True,2023-09-21 19:38:31.685152
dd3d50a5-f1c1-4dcf-bf83-bec3652d1087,de0fe779-41ee-44d6-bc79-df47752e2af3,92b1a0a6-ca63-49c8-b93e-fd44887833ea,True,2023-09-21 19:38:31.685186
20b82fc1-a1b6-4da0-842b-9ca46b4a3ad1,8fd78089-df8b-4a1d-957e-053abda735af,2b65964e-091f-4e9a-a89b-5b0cb98629e5,True,2023-09-21 19:38:31.685219
2f328059-733e-443a-a949-28375ab0c573,8ad1ba2b-d636-4465-8bb3-fa7fd0382bb3,af9312d7-b9b0-4225-bfda-a42a0ca4d1bd,False,2023-09-21 19:38:31.685252
a4fb736f-067f-40ec-89dc-9b5e1b5abcba,9d87933d-4451-4e31-94ab-b971e3403b49,9e95c70a-747c-4b2c-bd8e-3e28d07b8108,True,2023-09-21 19:38:31.685285
9e42f8f4-abc0-4c37-879d-4477e8839c53,89c9d242-3653-4f8f-a24e-c51bbafa9459,09387d96-403a-416d-a36a-1fe995f3540e,True,2023-09-21 19:38:31.685319
60021829-e8b6-4ced-9b92-d50efe61089c,ee553c52-dfe1-40cb-88ec-87fe538f177b,c8c6eb97-0d6f-403a-b815-f84bb58b9936,True,2023-09-21 19:38:31.685352
8c1908f7-c8a5-434a-802e-f016c741876e,a14aa214-d20c-4bf3-aeb6-76a87eb59d98,26fc7a71-c9cb-4b4b-9d65-16766c74a3a4,False,2023-09-21 19:38:31.685384
559892d1-b1f7-4092-962f-c1cb3db0422c,ba95d840-65e1-4994-ab84-43744a9888c0,3ac8b974-5960-438c-8cd6-73c0a0a59ab4,True,2023-09-21 19:38:31.685418
d6fb0b92-bf65-4f1e-b29d-ecd7160a8f00,562c0799-149c-48db-93f6-f7e25a41a82f,2050452b-6802-459d-a62d-2abc97b93318,True,2023-09-21 19:38:31.685452
208c2d61-7412-49cc-8140-4e12645c96c6,d24ffc2c-faf7-4a51-b475-1f585fdc9884,98ab470d-affa-4ae6-820a-83ebb9d38ccd,True,2023-09-21 19:38:31.685485
21d688d9-fba0-448f-8a51-3fa676673693,1182bc6d-a959-4365-9ac8-5fbee6d83e87,e2e3512b-135d-44fc-b79c-2b0c947b265b,False,2023-09-21 19:38:31.685519
b7d34b09-cad1-4dbe-9419-7f46e3b727b6,536af11b-f277-4f1b-8f13-5ae803a62f0e,6eb0a8a9-c7aa-449e-8b77-2f4c3366ce29,False,2023-09-21 19:38:31.685552
0f0c0dc5-4b10-4b8f-81e4-a87ec8466bb5,db877244-5b9e-43c8-a388-57705d2018c7,0ecfcd61-da96-4fc3-aac7-e63940df7853,True,2023-09-21 19:38:31.685586
7c1accbe-7e0c-49fa-b442-b32f15459116,fb9323ae-2272-4c18-ac34-5ddbf8548c14,f6215d85-0ddf-483a-9fcf-2fef5c0883d8,True,2023-09-21 19:38:31.685620
fde5f57d-d76d-402b-83cb-da23327e9cdc,0fd4e46b-c73a-4d6f-893d-64873040f8f9,1bfda33d-97c9-4f96-9d08-2f11a92d1806,True,2023-09-21 19:38:31.685653
1c0946e9-47d4-49b1-ac1c-ed0c656d9248,c3ce84e4-31bf-46c2-8d2d-ce35a08e1a9d,05fb230f-185b-4234-aca9-a74f8bbe6b9b,False,2023-09-21 19:38:31.685687
cc08ea00-cada-4a64-9787-397bf4ae7e2d,6d0f25d5-0db9-4107-9b75-302ddd712c26,f615c9dc-c2b5-4c7b-a62f-4b007529f498,False,2023-09-21 19:38:31.685721
ae0cca8b-5d69-4aa1-ae72-7d53b6789181,3c5177b7-2d8f-4234-a4de-c0ebda21efb6,cc00ba1a-5932-43de-bbf3-1be4e7597848,False,2023-09-21 19:38:31.685755
205dbc9b-073d-4815-9944-c2bbab1ec1af,8d8b9126-9cee-427f-8fbf-7d62c364a35b,f010e5b7-b016-4844-ad11-138a9abfa723,False,2023-09-21 19:38:31.685792
39b283b2-78f3-4dab-8385-1dfcda92743e,af8c7dc8-ef0e-4372-8443-774e71d89e06,e13ef849-51a9-451a-b7e6-538fc4dee8c3,True,2023-09-21 19:38:31.685826
72c60515-8b26-4f51-bb9c-1d9352159bd6,46b16d99-0a44-4b87-9746-d0cfeca6f481,8aed8895-438e-4d4f-a4ed-c0ecc62e92c6,True,2023-09-21 19:38:31.685859
3db754c1-202b-4bfb-8cd5-a6e8f674dd33,959b640a-80f8-44da-9f65-6ba4babc9591,5bc7af10-e494-4939-8ad0-d148657ffe86,False,2023-09-21 19:38:31.685907
88021a37-a051-46d1-945e-d56ac4a6801e,36abcaa9-d87f-4a89-98f1-b4d4d320affc,2e824c90-6433-483f-b3b9-eca0dbf5aa44,False,2023-09-21 19:38:31.685942
bd5c1ff7-d242-45c0-a273-059b0d0b35ed,58d96314-81c9-42bb-b8d7-8236347b00a0,580f5703-4eff-4aa9-949a-300a15a76e6f,True,2023-09-21 19:38:31.685976
af0105bc-78a9-4eae-a398-3dd8673a5072,59fc666e-5db5-413e-9a24-bc8ee99e75cc,317e5788-ac43-447f-ad10-652d00667357,True,2023-09-21 19:38:31.686009
714d79f0-33b7-4bf9-b16f-f2dd65b71086,b38bdd50-0a4d-4988-a763-6829c85010dc,35040c9a-06b4-4288-8dc0-698a20fb95cd,False,2023-09-21 19:38:31.686044
d1b5ebcc-dacf-49ae-9849-b293c451f516,8960d2d5-2cbc-47ff-968f-0a57ba2e3285,dd809dfc-4c9e-41b0-a887-fc3859dea7d7,True,2023-09-21 19:38:31.686078
98cf3f8d-628b-4bbf-8ae4-7093cf512175,f68899a9-6b45-429f-8997-a7928e9f2f72,bb1e6d04-e306-4c33-8b3a-fb6698c111a0,True,2023-09-21 19:38:31.686111
68d55339-681b-4d33-bd35-9e5fc56ffb6e,3ef20ab4-ca93-41fd-8e2f-2017b5b9f928,1c535a39-7ea3-47eb-938a-31b2cef071fe,False,2023-09-21 19:38:31.686145
1c30f5ef-9a45-4418-b772-12486548215c,3a5bc034-11b0-4721-9978-9eae0d612f5d,071c8514-32bc-49b2-bae6-0536a000d742,True,2023-09-21 19:38:31.686178
97c5a5f3-934a-4f67-8baf-7358c1a05a59,67720c86-a462-4efe-831c-5c71f04ba561,3c02f22f-ad82-4480-a959-9ecd6636c5be,False,2023-09-21 19:38:31.686212
a05eff72-56b9-4848-8bc2-5b3400653e29,50190215-5dd1-462c-8070-90b5c85b99ca,0aaab201-5b4d-4bf3-8650-148596e85482,True,2023-09-21 19:38:31.686246
9a9e29bc-f0d7-46c9-b5f0-acb62159b5e8,2f47a84f-0e7b-48d9-97a2-997f7160ba96,44a66bd6-603e-4a4e-9097-0c66bf472f10,False,2023-09-21 19:38:31.686278
69912628-0cc0-4653-b2e1-32b183f24f1e,b769055e-7e98-40f0-8868-f1688eeae2f3,133fad14-d0bc-4a8e-855b-9e7a12aed09e,False,2023-09-21 19:38:31.686312
5f3e6dd3-4f8d-4664-819a-2b25934936f0,714765e5-77ba-46e5-9203-1a172a050cf0,54ab4754-89dd-4908-a255-1812b7efe009,True,2023-09-21 19:38:31.686345
0f2722bf-186c-4b38-b157-757893f8efb0,a9a80b49-6aa9-4ca7-af2d-62d1827ead1f,483f746e-f130-4534-88bf-6df9562f5e05,False,2023-09-21 19:38:31.686379
81376f1b-044f-4071-99fb-00fe78866f81,f0601ba6-1920-4227-a335-23a15ea50054,27e6b6b9-8449-4fbb-b226-fa571f831c42,True,2023-09-21 19:38:31.686412
341191bb-5ed7-44dc-a9cc-df3039cc361e,2345d937-b47d-4367-9f90-c915615a7c6b,0e8abd06-1029-4b23-b0cb-e56449e1a9f5,True,2023-09-21 19:38:31.686446
c7278b63-4538-42f5-8350-300a99f65fb2,57488ccd-5e44-4dc1-a18f-89286ec35c71,08c39fe3-013e-4280-b9c7-780deda06df2,False,2023-09-21 19:38:31.686479
aed0a7aa-38aa-440e-8b00-75bb124f1b8f,a65e52ad-a0c7-4347-b1a4-90d8f8195d39,d396439b-8786-4b88-ab4f-f92aeb94edb7,True,2023-09-21 19:38:31.686513
e7168ad5-3766-4545-824c-86ffb7d16322,f2e334b5-f296-4c93-b172-0cc17eced9cb,f73c8ba7-8261-4be5-a4f2-063bad447dc9,True,2023-09-21 19:38:31.686547
8d686bd4-dfe5-4b86-90c5-2acf62b16d45,82d8ab74-da03-4450-a4f6-3f806496540f,0e5df78a-14b2-492d-a1d4-ab0d6bc92cf4,True,2023-09-21 19:38:31.686581
c1f502fe-2a00-4a9e-8c36-9d19ee1b8fc4,f6ad0828-a5f7-4961-b83f-8f4af883a764,536af11b-f277-4f1b-8f13-5ae803a62f0e,True,2023-09-21 19:38:31.686614
01e28445-8a08-454b-99ea-3131357737ab,2f704293-4e87-471c-8f8d-cc50260579ab,d08fab00-eabd-40b6-afa3-b1f279a4f745,False,2023-09-21 19:38:31.686647
193ef6bc-8fe6-43d4-b94d-5758e48da16e,dfb1b62a-9274-49fe-81af-9233e5f181a7,638a597a-7c87-4c30-b8e8-aa65ee7c2c30,False,2023-09-21 19:38:31.686681
674fa96d-7b05-464e-bb80-820d7eb88232,53c9e1fe-b411-4727-8725-469292512ef2,f0597eb7-a799-4e49-b2fe-6169f2f51966,True,2023-09-21 19:38:31.686715
0e817968-aa20-4ab7-aecf-b81200313dd3,04d51300-045e-4801-9cd9-be5fe79bf740,44a66bd6-603e-4a4e-9097-0c66bf472f10,True,2023-09-21 19:38:31.686749
91cfd502-3802-4ea5-b0de-a34c23621a56,4f77f1ab-787a-48f2-a774-06d29cc0f51b,7f009d7f-d6eb-406e-9391-9d31f7e872c1,False,2023-09-21 19:38:31.686783
86035b06-f9cb-444f-8fb2-d887b3a1864a,ca1696b3-d563-48aa-b2fa-7a165794e87f,8c050d1b-7cbe-420d-ba0a-0197b3b204a3,True,2023-09-21 19:38:31.686816
52e8f180-03da-47bb-9527-b8a33163c3df,89536b88-d7e1-4c70-a8c3-ef30535e2b80,564e9990-e2be-4e79-864c-8ca406ff5b63,True,2023-09-21 19:38:31.686853
417c9745-f420-4642-a0c6-9e1b8ea7070e,ed42b75d-a8ab-4e2f-9867-477598069e7d,ebaad4fd-50d9-4b4d-92e4-9cd169f14fb2,False,2023-09-21 19:38:31.686897
61ae8236-f305-485e-b3b5-7bf8324e2fd1,fceaf207-94d8-4cd4-8156-5aaa75991b3e,b47d7629-9760-4115-bba9-d96b3b0112a6,False,2023-09-21 19:38:31.686932
007c1ede-5302-42ed-8a5b-67d87a2be3f4,09233faf-1dd9-4960-af09-80ec795db0e7,ba95d840-65e1-4994-ab84-43744a9888c0,True,2023-09-21 19:38:31.686967
46d280c1-f494-449b-b522-cb3d3a9182e2,df7c2923-0cdd-4308-86c7-97d2a2cf52b0,2ed17eee-8465-4573-b9fb-f59341da3172,False,2023-09-21 19:38:31.687000
0281410e-f436-4804-8ffd-55195ba054fd,f38be1c4-1dce-4078-b936-1bd2a0d94fd1,ba95d840-65e1-4994-ab84-43744a9888c0,True,2023-09-21 19:38:31.687034
a0dbf947-3f3b-4b63-8574-4bf982ab125a,5bd29fb2-b61f-409c-902b-06262eaf8952,af27f6fe-84c9-447a-99c1-6e73e3a10611,True,2023-09-21 19:38:31.687068
d1b19c43-9f61-4965-b3f0-79ce55b2ae31,954469f5-f49f-4db2-8404-e21b2498b3cf,f9e405df-0c7f-433f-bd15-d4c048286e96,True,2023-09-21 19:38:31.687101
3f1703ba-a381-47d7-b0f8-fa8e240d7e54,78784af7-7d88-47a3-91ff-59a508e80353,9485d0b4-c3ed-41ff-b41b-659f79bb613c,False,2023-09-21 19:38:31.687134
dc4f1f20-64e4-43ac-a9cc-88b6c6cbbbfd,8b2a8dc4-a769-4d6b-aac1-ed096cee5b45,bc5a0bcf-dbc0-43b1-9f15-36b7a71930b7,False,2023-09-21 19:38:31.687169
84c65920-0009-48cc-bad1-31929c4c7d22,c15a32f6-e2ab-4ae8-9db9-70fd92ee65a9,57488ccd-5e44-4dc1-a18f-89286ec35c71,False,2023-09-21 19:38:31.687202
5e948b3d-959e-430c-8cb7-5c35c4d713c4,facab7dc-f22c-4590-ad5d-8466dd7a5117,1a971b3e-44d4-4537-89e5-7e1300f2809a,True,2023-09-21 19:38:31.687235
b38d0ab1-a250-4554-b008-78fc9d482716,4ed6dc92-6b5b-4728-ab4f-7e4d5bd96ff6,4c334ffd-27ec-487c-9d1a-faa59c7e5e10,True,2023-09-21 19:38:31.687269
6280e038-887c-458c-9a46-2c2250d34cd0,d591b02e-a2fe-49d5-af7c-c622b361642f,ebd55ac5-f216-41c4-8417-3d7822ec6afc,False,2023-09-21 19:38:31.687302
cbdc6286-7852-442e-9752-05b8aab004c5,e8fada8c-ad13-4bed-9c58-ff7be144b14f,9c6de975-deae-4077-adaf-2fb7a5808d7d,False,2023-09-21 19:38:31.687335
8fa821ac-70b7-496b-a72c-0392c2ebc5b4,638a597a-7c87-4c30-b8e8-aa65ee7c2c30,87a98bd2-96bb-41b6-9f6c-28a78f0b77e4,True,2023-09-21 19:38:31.687369
cbb21111-7dbb-4ad5-99ed-c4a73059fba4,7f553e99-f0ed-4896-859d-8cf8b27f07ae,e2838d25-8ca8-45f0-93f8-5350d246a334,True,2023-09-21 19:38:31.687403
ff42dded-af9f-4bf8-ad52-cc727fcde1fd,4fc0a473-a927-41c5-adc1-caeec3409077,89c9d242-3653-4f8f-a24e-c51bbafa9459,False,2023-09-21 19:38:31.687436
fbc784b6-fab1-4673-91b3-44a97359bb98,a4efee35-11c8-4429-afe6-b8231bdaafc9,b0b30a1e-4cb9-47eb-b20a-470c05c15863,False,2023-09-21 19:38:31.687470
41127aa7-c275-4d42-830d-841b16f98d87,e746e01d-a3a6-473d-a892-d024c7046a9c,4c8f1c1d-f996-407c-9089-c3c51565e903,False,2023-09-21 19:38:31.687504
45f26cbb-5733-4ce6-999b-78739dbb38f5,0520434e-585c-4212-8eee-600b5fc7545a,0aaab201-5b4d-4bf3-8650-148596e85482,False,2023-09-21 19:38:31.687536
e0217ded-05f4-4189-b930-fb1d5fa4672e,632eac42-4331-4d04-9a73-aa4d12230f0c,8c050d1b-7cbe-420d-ba0a-0197b3b204a3,True,2023-09-21 19:38:31.687570
0b8497ec-771a-4c29-a6de-edf8c7872127,cc6bdd81-aaac-4f76-91b1-d06a7e8fe1d2,d71873e4-79dd-494d-bd20-e3d75f9c2c82,True,2023-09-21 19:38:31.687603
82c2d894-2232-4e8f-a8b9-844f3d79824d,9e8a515d-17e6-4917-a307-abc652f219f0,ad805451-d4c6-4911-bc06-c5c2c2307eb7,False,2023-09-21 19:38:31.687637
a8ea5fd6-bd73-4452-9e73-b21fb1fcb3d4,c6d7b5c6-d869-45da-9984-68ac6729c940,4a0fc3f5-7e25-442b-a22b-5b45c067f411,False,2023-09-21 19:38:31.687671
3098187b-6d89-49ea-878d-9067ff92f5c6,9233ba1b-b4be-4d93-879e-ef8ae6218747,da73c33d-7f67-4b7f-9f8d-5890fd1d3d46,True,2023-09-21 19:38:31.687704
8a62e9e6-d1ec-42b4-9431-b5d458e3dea8,55849dde-fbae-4813-84b9-ed3e2f003fef,5c67a4ca-3388-4453-b4c4-ff8933aead65,True,2023-09-21 19:38:31.687738
e8ce2492-2d12-4896-82cc-a43ad773f72e,25a20fe1-c990-4034-9353-58bec85b2943,20aa940e-7adf-4384-ae27-b4f9b717803f,False,2023-09-21 19:38:31.687773
255b0d1f-3c23-4bc3-8619-68b41574a21f,f38be1c4-1dce-4078-b936-1bd2a0d94fd1,e8704ef9-c6cc-4c50-92fb-b4a3e1f8c669,True,2023-09-21 19:38:31.687809
6318eb76-06b3-42ec-94d0-36d8843b3533,632eac42-4331-4d04-9a73-aa4d12230f0c,a20bb2da-6dac-4d23-949f-d5a6b1c54390,True,2023-09-21 19:38:31.687846
3fc5db21-847c-4e25-9d0f-5d1825cdc53d,77d425fd-abf7-48b9-8b19-259ac8237501,44a66bd6-603e-4a4e-9097-0c66bf472f10,True,2023-09-21 19:38:31.687888
080dce00-a3de-4712-9f5a-54530fb9d671,2ac64911-a23b-42f9-b8fa-6444827462bd,ac7872b7-bae2-4b3b-b4f3-7eb97501ba83,True,2023-09-21 19:38:31.687924
5c110a5c-80ab-43fe-8254-1d9c1b19a63e,4846446d-8f12-4e46-a98d-5cbfffcf7de1,340a681a-8c5d-40b4-bac6-c8df30f233a6,True,2023-09-21 19:38:31.687958
c620320c-8450-42bd-8572-2f0e45918f0d,8dcf6e96-7ca3-43b0-afce-0a9620dee48f,4e5ca6cd-2208-4624-9807-253a6e73b6e3,True,2023-09-21 19:38:31.687991
f5a05b61-be8c-4aa6-b5af-562bf307e1e8,bc29153f-fe61-44f5-bd73-727c9b81334e,e5d2795e-b1ad-48c4-a795-cd9e4cf26142,True,2023-09-21 19:38:31.688025
abf9c4a4-f370-4e4d-9287-798c0d40d7ea,76e04ecd-8fdb-4e7b-9c09-e75517f22a57,0130feeb-13f6-4f43-9d83-9f30bc67f6bb,False,2023-09-21 19:38:31.688058
e1f6ac5b-5649-44d7-86aa-98daa062de47,7a4198fc-790c-483b-9801-73a41dc911ca,309c2a33-d866-4c64-a176-e806da084a7e,True,2023-09-21 19:38:31.688092
3e925579-bdfe-4d8d-ab49-96e5f6a816cf,a9b54291-b532-446a-a66b-714130660db9,91981760-b55b-44e3-a54e-4fd7a6886d97,True,2023-09-21 19:38:31.688126
c951433c-2c49-4e7a-bd60-0605174cc1d6,67ea9a51-981e-4573-8f28-637384435422,b86f1193-212c-4424-b8df-5030a3fe0cbf,False,2023-09-21 19:38:31.688160
30af3a39-320e-4753-8294-63e004617fdb,53502f63-32e2-46b1-b7b3-ca50b28e2406,9e3c3546-3aee-40ec-a9d4-0fe1ec8fc6eb,False,2023-09-21 19:38:31.688194
797b1f5d-bc5e-471b-889e-686b348d1395,a14aa214-d20c-4bf3-aeb6-76a87eb59d98,16b07206-f91f-4c0a-8104-61f79cf078fc,True,2023-09-21 19:38:31.688227
c70cecd3-7b70-4dd5-afe4-ca67b848effa,5246bad5-4ffd-4cd2-b471-0c4ea5428ed3,d1a4f19c-91c8-4991-8c17-ffd5ed0d7d37,True,2023-09-21 19:38:31.688260
f9ed8c89-7a71-4f79-bf3c-b3566674f98d,29072131-68ed-48d9-97f5-06355c5e1dc2,d3915b57-acbc-4e68-b1cf-17f6a1d093b2,True,2023-09-21 19:38:31.688294
02340193-1452-489a-8541-c7799da0cf47,74522b59-8115-4a77-9c66-efd2bf4b6417,f3cda4da-48dd-45b0-98cb-d488ee77f2d4,False,2023-09-21 19:38:31.688327
cc190c2f-2ac7-45e0-9c38-d94640db9c3d,76b9465f-fd9d-4024-8caa-bc486731974a,e746e01d-a3a6-473d-a892-d024c7046a9c,False,2023-09-21 19:38:31.688361
29d79a8f-479b-4188-bb4f-69ab30c1c993,362ea976-cc8d-48ad-8f73-650b3782d427,6d0f25d5-0db9-4107-9b75-302ddd712c26,False,2023-09-21 19:38:31.688395
cddd9c76-62e2-4f31-b687-f821bbcb4332,76b9465f-fd9d-4024-8caa-bc486731974a,bade3620-2061-4a5d-9c42-3e9ad0527dc3,True,2023-09-21 19:38:31.688428
d8ee55ab-17d9-49c9-9d33-3d02c55a5237,426c69cf-2eed-409a-9ce1-c0d21a71bcb0,0b6a0a75-960e-4579-8f39-49227696977e,False,2023-09-21 19:38:31.688461
126b10e8-5cd0-404b-92d8-e65af4d73458,7a4198fc-790c-483b-9801-73a41dc911ca,4966c6cc-6195-4c1d-a66c-e3f852c03d8f,True,2023-09-21 19:38:31.688495
1a38dc49-0fe4-4505-b4b7-b8604f391e19,8ccd33d6-ea5b-4595-a6e8-747f5f3ffd5b,5f6de6e4-9b9a-4585-9ee7-b47ac1fad485,True,2023-09-21 19:38:31.688529
5a93b63a-1692-426e-b6e2-235f5f1392ec,414ed8cb-dc22-4634-96aa-4e180e28b223,8fd78089-df8b-4a1d-957e-053abda735af,True,2023-09-21 19:38:31.688561
0c8dea21-f248-4b90-8986-29e93279d5f6,5ea05c1d-c7d0-4433-b818-6523c3c90660,53c9e1fe-b411-4727-8725-469292512ef2,True,2023-09-21 19:38:31.688595
df00adbd-0d2a-4c6d-83a1-c8321fc8718c,b58df6f2-a5f9-4d6c-9e5c-7f17cb44c6fa,f2e58360-6bfa-43a2-982d-f8751ec8e915,False,2023-09-21 19:38:31.688629
a9c88d16-9507-4864-8374-9796a3d291b7,39950c5d-a97f-4fd5-8bf2-d477a90c59ee,eed1abf0-cb9a-461a-a756-25973b85d6ed,True,2023-09-21 19:38:31.688663
09b9c782-78d4-46c6-aa40-c8caed3e829e,bc29153f-fe61-44f5-bd73-727c9b81334e,944991c3-cb1a-4053-bb33-f74c279ae326,True,2023-09-21 19:38:31.688696
